"DPID","DPName","ABBY","ARIK","BARC","BARR","BART","BIGC","BLAN","BLDE","BLUE","BLWA","BONA","CARI","CLBJ","COMO","CPER","CRAM","CUPE","DCFS","DEJU","DELA","DSNY","FLNT","GRSM","GUAN","GUIL","HARV","HEAL","HOPB","JERC","JORN","KING","KONA","KONZ","LAJA","LECO","LENO","LEWI","LIRO","MART","MAYF","MCDI","MCRA","MLBS","MOAB","NIWO","NOGP","OAES","OKSR","ONAQ","ORNL","OSBS","POSE","PRIN","PRLA","PRPO","PUUM","REDB","RMNP","SCBI","SERC","SJER","SOAP","SRER","STEI","STER","SUGG","SYCA","TALL","TEAK","TECR","TOMB","TOOK","TOOL","TREE","UKFS","UNDE","WALK","WLOU","WOOD","WREF","YELL"
"DP1.20166.001","Periphyton, seston, and phytoplankton collection",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20190.001","Reaeration field and lab collection",NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20191.001","Riparian vegetation % cover",NA,"1",NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20193.001","Salt-based stream discharge",NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20194.001","Sediment chemical properties",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20197.001","Sediment physical properties",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20206.001","Stable isotope concentrations in surface waters",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"1","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20217.001","Temperature of groundwater",NA,"1",1,NA,NA,"0",NA,"0","0","0",NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,"0","1",NA,"1","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","1","1","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"1",NA,NA,"0","0","0",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20219.001","Zooplankton collection",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20221.001","Zooplankton DNA barcode",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20252.001","Secchi depth",NA,NA,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20254.001","Depth profile at specific depths",NA,NA,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20261.001","Photosynthetically active radiation below water surface",NA,NA,1,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20264.001","Temperature at specific depth in surface water",NA,NA,1,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20267.001","Gauge height",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"1","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20271.001","Relative humidity above water on-buoy",NA,NA,1,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP1.20275.001","Riparian composition and structure",NA,"1",1,NA,NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20276.001","Stable isotope concentrations in groundwater",NA,"1",1,NA,NA,"1",NA,"1","1","2018",NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1","1",NA,"1","1","2018",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","2018","1",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20277.001","Benthic microbe group abundances",NA,"1",NA,NA,NA,"2018",NA,"2018","0",NA,NA,"0",NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,"2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20278.001","Surface water microbe group abundances",NA,"1",0,NA,NA,"2018",NA,"2018","0","0",NA,"0",NA,"0",NA,"0","1",NA,NA,NA,NA,0,NA,NA,"1",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0","0","2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0","1","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,"2018","0","0",NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20279.001","Benthic microbe metagenome sequences",NA,"1",NA,NA,NA,"2018",NA,"2018","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"2018","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20280.001","Benthic microbe marker gene sequences",NA,"1",NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2018",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.20281.001","Surface water microbe metagenome sequences",NA,"0",0,NA,NA,"2018",NA,"2018","0","0",NA,"0",NA,"0",NA,"0","0",NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,"0",NA,"0","0","2018","0","0","0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",NA,NA,"2018","0","0",NA,NA,NA,NA,"0","0",NA,NA,NA
"DP1.20282.001","Surface water microbe marker gene sequences",NA,"1",1,NA,NA,"2018",NA,"2018","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,1,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"0",NA,"1","1","2018","1","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",NA,NA,"2018","1","1",NA,NA,NA,NA,"0","1",NA,NA,NA
"DP1.20288.001","Water quality",NA,"1",1,NA,NA,"0",NA,"0","0","0",NA,"0",NA,"1",NA,"0","0",NA,NA,NA,NA,0,NA,NA,"0",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,"1","0","0","1","1","1",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","1","0","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,"0",NA,NA,"0","0","0",NA,NA,NA,NA,"1","1",NA,NA,NA
"DP1.30001.001","LiDAR slant range waveform","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP1.30003.001","Discrete return LiDAR point cloud","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP1.30006.001","Spectrometer orthorectified surface directional reflectance - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP1.30008.001","Spectrometer orthrorectified at-sensor radiance - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP1.30010.001","High-resolution orthorectified camera imagery","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP1.30012.001","Field spectral data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DP2.00004.001","Temporally interpolated biological temperature","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00005.001","Temporally interpolated photosynthetically active radiation","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00006.001","Temporally interpolated soil temperature","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00008.001","CO2 concentration rate of change","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00009.001","H2O concentration rate of change","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00016.001","Temporally interpolated PAR-line","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00020.001","Temporally interpolated shortwave and longwave radiation (net radiometer)","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00023.001","Temporally interpolated triple aspirated tower temperature","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.00024.001","Temperature rate of change","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP2.30011.001","Albedo - spectrometer - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30012.001","LAI - spectrometer - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30014.001","fPAR - spectrometer - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30016.001","Total biomass map - spectrometer - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30018.001","Canopy nitrogen - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30019.001","Canopy water content - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30020.001","Canopy xanthophyll cycle - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30022.001","Canopy lignin - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP2.30026.001","Vegetation indices - spectrometer - flightline","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP3.00008.001","Temperature rate of change profile","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP3.00009.001","CO2 concentration rate of change profile","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP3.00010.001","H2O concentration rate of change profile","0",NA,NA,"0","0",NA,"0",NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",0,NA,"0","0","0",NA,"0",NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0","0",0,NA,NA,"0","0",NA,NA,NA,"0","0","0","0",NA,NA,"0","0","0"
"DP3.30006.001","Spectrometer orthorectified surface directional reflectance - mosaic","1","1",0,"1","1","0","1","0",NA,"0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP3.30010.001","High-resolution orthorectified camera imagery mosaic","1","1",0,"1","1","0","0","0",NA,"0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP3.30011.001","Albedo - spectrometer - mosaic","1","1",0,"1","1","0","1","0",NA,"0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP3.30012.001","LAI - spectrometer - mosaic","1","1",0,"1","1","0","1","0",NA,"0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP3.30014.001","fPAR - spectrometer - mosaic","1","1",0,"1","1","0","1","0",NA,"0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
"DP3.30015.001","Ecosystem structure","1","1",0,"1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","1","1","1",0,"1","1","1","1","1","1","1",1,"0","0","1","1","0","1","0","1","0","0","1",NA,"1","1","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1",1,0,NA,"1","1","0","0","0","1","0","1","1","0","1","1","1","0"
