Name,Code,Supplier,HOPB,LEWI,POSE,BARC,FLNT,SUGG,CUPE,GUIL,CRAM,LIRO,KING,MCDI,LECO,WALK,BLWA,MAYF,TOMB,PRLA,PRPO,ARIK,BLUE,PRIN,BLDE,COMO,WLOU,SYCA,REDB,MART,MCRA,BIGC,TECR,OKSR,TOOK,CARI,BART,HARV,BLAN,SCBI,SERC,DSNY,JERC,OSBS,GUAN,LAJA,STEI,TREE,UNDE,KONA,KONZ,UKFS,GRSM,MLBS,ORNL,DELA,LENO,TALL,DCFS,NOGP,WOOD,CPER,RMNP,STER,CLBJ,OAES,YELL,MOAB,NIWO,JORN,SRER,ONAQ,ABBY,WREF,SJER,SOAP,TEAK,BARR,TOOL,BONA,DEJU,HEAL,PUUM
Elevation - LiDAR,DP3.30024,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Slope and Aspect - LiDAR,DP3.30025,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Albedo - Spectrometer,DP2.30011,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
LAI - Spectrometer,DP2.30012,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
fPAR - Spectrometer,DP2.30014,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Total Biomass Map - Spectrometer,DP2.30016,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Spectrometer Orthorectified Surface Directional Reflectance,DP3.30006,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
High-resolution Orthorectified camera imagery mosaic,DP3.30010,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Albedo - Spectrometer,DP3.30011,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
LAI - Spectrometer,DP3.30012,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
fPAR - Spectrometer,DP3.30014,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Total Biomass Map - Spectrometer,DP3.30016,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Canopy Nitrogen,DP3.30018,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Canopy Water Content,DP3.30019,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Canopy Xanthophyll Cycle,DP3.30020,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Canopy Lignin,DP3.30022,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Vegetation Indices - Spectrometer,DP3.30026,AOP,2016,2016,2016,2014,2014,2014,2018,2018,2016,2017,2016,2017,2015,2015,2015,2015,2015,2016,2016,2017,2017,2016,2019,2017,2017,NA,2017,2017,2019,2013,2013,2017,2017,2017,2014,2014,2016,2016,2016,2014,2014,2014,2018,2018,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2016,2016,2016,2013,2017,2013,2016,2016,2019,2017,2017,2017,2017,2017,2017,2017,2013,2013,2013,2017,2017,2017,2017,2017,2019
Field Spectral Data,DP1.30012,AOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2014,NA,2014,NA,NA,2019,NA,2019,NA,NA,NA,2015,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2013,2013,NA,NA,NA,NA,NA,2019
